entry_id,category,ro,en,meaning,rank,source,notes
d2000_3147,common_phrases,explică profesor universitar,explain professor,explică profesor universitar / explain professor,3147,template_4000_explain,
d2000_3148,common_phrases,rezumă profesor universitar,summarize professor,rezumă profesor universitar / summarize professor,3148,template_4000_summarize,
d2000_3149,questions,cum folosesc profesor universitar?,how do I use professor?,cum folosesc profesor universitar? / how do I use professor?,3149,template_4000_use_question,
d2000_3150,requests,verifică profesor universitar,check professor,verifică profesor universitar / check professor,3150,template_4000_check,
d2000_3151,common_phrases,explică asistent universitar,explain teaching assistant,explică asistent universitar / explain teaching assistant,3151,template_4000_explain,
d2000_3152,common_phrases,rezumă asistent universitar,summarize teaching assistant,rezumă asistent universitar / summarize teaching assistant,3152,template_4000_summarize,
d2000_3153,questions,cum folosesc asistent universitar?,how do I use teaching assistant?,cum folosesc asistent universitar? / how do I use teaching assistant?,3153,template_4000_use_question,
d2000_3154,requests,verifică asistent universitar,check teaching assistant,verifică asistent universitar / check teaching assistant,3154,template_4000_check,
d2000_3155,common_phrases,explică student masterand,explain graduate student,explică student masterand / explain graduate student,3155,template_4000_explain,
d2000_3156,common_phrases,rezumă student masterand,summarize graduate student,rezumă student masterand / summarize graduate student,3156,template_4000_summarize,
d2000_3157,questions,cum folosesc student masterand?,how do I use graduate student?,cum folosesc student masterand? / how do I use graduate student?,3157,template_4000_use_question,
d2000_3158,requests,verifică student masterand,check graduate student,verifică student masterand / check graduate student,3158,template_4000_check,
d2000_3159,common_phrases,explică student doctorand,explain doctoral student,explică student doctorand / explain doctoral student,3159,template_4000_explain,
d2000_3160,common_phrases,rezumă student doctorand,summarize doctoral student,rezumă student doctorand / summarize doctoral student,3160,template_4000_summarize,
d2000_3161,questions,cum folosesc student doctorand?,how do I use doctoral student?,cum folosesc student doctorand? / how do I use doctoral student?,3161,template_4000_use_question,
d2000_3162,requests,verifică student doctorand,check doctoral student,verifică student doctorand / check doctoral student,3162,template_4000_check,
d2000_3163,common_phrases,explică programă,explain syllabus,explică programă / explain syllabus,3163,template_4000_explain,
d2000_3164,common_phrases,rezumă programă,summarize syllabus,rezumă programă / summarize syllabus,3164,template_4000_summarize,
d2000_3165,questions,cum folosesc programă?,how do I use syllabus?,cum folosesc programă? / how do I use syllabus?,3165,template_4000_use_question,
d2000_3166,requests,verifică programă,check syllabus,verifică programă / check syllabus,3166,template_4000_check,
d2000_3167,common_phrases,explică bibliografie,explain bibliography,explică bibliografie / explain bibliography,3167,template_4000_explain,
d2000_3168,common_phrases,rezumă bibliografie,summarize bibliography,rezumă bibliografie / summarize bibliography,3168,template_4000_summarize,
d2000_3169,questions,cum folosesc bibliografie?,how do I use bibliography?,cum folosesc bibliografie? / how do I use bibliography?,3169,template_4000_use_question,
d2000_3170,requests,verifică bibliografie,check bibliography,verifică bibliografie / check bibliography,3170,template_4000_check,
d2000_3171,common_phrases,explică lucrare,explain paper,explică lucrare / explain paper,3171,template_4000_explain,
d2000_3172,common_phrases,rezumă lucrare,summarize paper,rezumă lucrare / summarize paper,3172,template_4000_summarize,
d2000_3173,questions,cum folosesc lucrare?,how do I use paper?,cum folosesc lucrare? / how do I use paper?,3173,template_4000_use_question,
d2000_3174,requests,verifică lucrare,check paper,verifică lucrare / check paper,3174,template_4000_check,
d2000_3175,common_phrases,explică teză,explain thesis,explică teză / explain thesis,3175,template_4000_explain,
d2000_3176,common_phrases,rezumă teză,summarize thesis,rezumă teză / summarize thesis,3176,template_4000_summarize,
d2000_3177,questions,cum folosesc teză?,how do I use thesis?,cum folosesc teză? / how do I use thesis?,3177,template_4000_use_question,
d2000_3178,requests,verifică teză,check thesis,verifică teză / check thesis,3178,template_4000_check,
d2000_3179,common_phrases,explică disertație,explain dissertation,explică disertație / explain dissertation,3179,template_4000_explain,
d2000_3180,common_phrases,rezumă disertație,summarize dissertation,rezumă disertație / summarize dissertation,3180,template_4000_summarize,
d2000_3181,questions,cum folosesc disertație?,how do I use dissertation?,cum folosesc disertație? / how do I use dissertation?,3181,template_4000_use_question,
d2000_3182,requests,verifică disertație,check dissertation,verifică disertație / check dissertation,3182,template_4000_check,
d2000_3183,common_phrases,explică prezentare,explain presentation,explică prezentare / explain presentation,3183,template_4000_explain,
d2000_3184,common_phrases,rezumă prezentare,summarize presentation,rezumă prezentare / summarize presentation,3184,template_4000_summarize,
d2000_3185,questions,cum folosesc prezentare?,how do I use presentation?,cum folosesc prezentare? / how do I use presentation?,3185,template_4000_use_question,
d2000_3186,requests,verifică prezentare,check presentation,verifică prezentare / check presentation,3186,template_4000_check,
d2000_3187,common_phrases,explică absență,explain absence,explică absență / explain absence,3187,template_4000_explain,
d2000_3188,common_phrases,rezumă absență,summarize absence,rezumă absență / summarize absence,3188,template_4000_summarize,
d2000_3189,questions,cum folosesc absență?,how do I use absence?,cum folosesc absență? / how do I use absence?,3189,template_4000_use_question,
d2000_3190,requests,verifică absență,check absence,verifică absență / check absence,3190,template_4000_check,
d2000_3191,common_phrases,explică prezență,explain attendance,explică prezență / explain attendance,3191,template_4000_explain,
d2000_3192,common_phrases,rezumă prezență,summarize attendance,rezumă prezență / summarize attendance,3192,template_4000_summarize,
d2000_3193,questions,cum folosesc prezență?,how do I use attendance?,cum folosesc prezență? / how do I use attendance?,3193,template_4000_use_question,
d2000_3194,requests,verifică prezență,check attendance,verifică prezență / check attendance,3194,template_4000_check,
d2000_3195,common_phrases,explică orar,explain timetable,explică orar / explain timetable,3195,template_4000_explain,
d2000_3196,common_phrases,rezumă orar,summarize timetable,rezumă orar / summarize timetable,3196,template_4000_summarize,
d2000_3197,questions,cum folosesc orar?,how do I use timetable?,cum folosesc orar? / how do I use timetable?,3197,template_4000_use_question,
d2000_3198,requests,verifică orar,check timetable,verifică orar / check timetable,3198,template_4000_check,
d2000_3199,common_phrases,explică sesiune,explain exam session,explică sesiune / explain exam session,3199,template_4000_explain,
d2000_3200,common_phrases,rezumă sesiune,summarize exam session,rezumă sesiune / summarize exam session,3200,template_4000_summarize,
d2000_3201,questions,cum folosesc sesiune?,how do I use exam session?,cum folosesc sesiune? / how do I use exam session?,3201,template_4000_use_question,
d2000_3202,requests,verifică sesiune,check exam session,verifică sesiune / check exam session,3202,template_4000_check,
d2000_3203,common_phrases,explică admitere,explain admission,explică admitere / explain admission,3203,template_4000_explain,
d2000_3204,common_phrases,rezumă admitere,summarize admission,rezumă admitere / summarize admission,3204,template_4000_summarize,
d2000_3205,questions,cum folosesc admitere?,how do I use admission?,cum folosesc admitere? / how do I use admission?,3205,template_4000_use_question,
d2000_3206,requests,verifică admitere,check admission,verifică admitere / check admission,3206,template_4000_check,
d2000_3207,common_phrases,explică înscriere,explain enrollment,explică înscriere / explain enrollment,3207,template_4000_explain,
d2000_3208,common_phrases,rezumă înscriere,summarize enrollment,rezumă înscriere / summarize enrollment,3208,template_4000_summarize,
d2000_3209,questions,cum folosesc înscriere?,how do I use enrollment?,cum folosesc înscriere? / how do I use enrollment?,3209,template_4000_use_question,
d2000_3210,requests,verifică înscriere,check enrollment,verifică înscriere / check enrollment,3210,template_4000_check,
d2000_3211,common_phrases,explică bursă,explain scholarship,explică bursă / explain scholarship,3211,template_4000_explain,
d2000_3212,common_phrases,rezumă bursă,summarize scholarship,rezumă bursă / summarize scholarship,3212,template_4000_summarize,
d2000_3213,questions,cum folosesc bursă?,how do I use scholarship?,cum folosesc bursă? / how do I use scholarship?,3213,template_4000_use_question,
d2000_3214,requests,verifică bursă,check scholarship,verifică bursă / check scholarship,3214,template_4000_check,
d2000_3215,common_phrases,explică facultate,explain faculty,explică facultate / explain faculty,3215,template_4000_explain,
d2000_3216,common_phrases,rezumă facultate,summarize faculty,rezumă facultate / summarize faculty,3216,template_4000_summarize,
d2000_3217,questions,cum folosesc facultate?,how do I use faculty?,cum folosesc facultate? / how do I use faculty?,3217,template_4000_use_question,
d2000_3218,requests,verifică facultate,check faculty,verifică facultate / check faculty,3218,template_4000_check,
d2000_3219,common_phrases,explică departament,explain department,explică departament / explain department,3219,template_4000_explain,
d2000_3220,common_phrases,rezumă departament,summarize department,rezumă departament / summarize department,3220,template_4000_summarize,
d2000_3221,questions,cum folosesc departament?,how do I use department?,cum folosesc departament? / how do I use department?,3221,template_4000_use_question,
d2000_3222,requests,verifică departament,check department,verifică departament / check department,3222,template_4000_check,
d2000_3223,common_phrases,explică disciplină,explain subject,explică disciplină / explain subject,3223,template_4000_explain,
d2000_3224,common_phrases,rezumă disciplină,summarize subject,rezumă disciplină / summarize subject,3224,template_4000_summarize,
d2000_3225,questions,cum folosesc disciplină?,how do I use subject?,cum folosesc disciplină? / how do I use subject?,3225,template_4000_use_question,
d2000_3226,requests,verifică disciplină,check subject,verifică disciplină / check subject,3226,template_4000_check,
d2000_3227,common_phrases,explică matematică,explain mathematics,explică matematică / explain mathematics,3227,template_4000_explain,
d2000_3228,common_phrases,rezumă matematică,summarize mathematics,rezumă matematică / summarize mathematics,3228,template_4000_summarize,
d2000_3229,questions,cum folosesc matematică?,how do I use mathematics?,cum folosesc matematică? / how do I use mathematics?,3229,template_4000_use_question,
d2000_3230,requests,verifică matematică,check mathematics,verifică matematică / check mathematics,3230,template_4000_check,
d2000_3231,common_phrases,explică informatică,explain computer science,explică informatică / explain computer science,3231,template_4000_explain,
d2000_3232,common_phrases,rezumă informatică,summarize computer science,rezumă informatică / summarize computer science,3232,template_4000_summarize,
d2000_3233,questions,cum folosesc informatică?,how do I use computer science?,cum folosesc informatică? / how do I use computer science?,3233,template_4000_use_question,
d2000_3234,requests,verifică informatică,check computer science,verifică informatică / check computer science,3234,template_4000_check,
d2000_3235,common_phrases,explică fizică,explain physics,explică fizică / explain physics,3235,template_4000_explain,
d2000_3236,common_phrases,rezumă fizică,summarize physics,rezumă fizică / summarize physics,3236,template_4000_summarize,
d2000_3237,questions,cum folosesc fizică?,how do I use physics?,cum folosesc fizică? / how do I use physics?,3237,template_4000_use_question,
d2000_3238,requests,verifică fizică,check physics,verifică fizică / check physics,3238,template_4000_check,
d2000_3239,common_phrases,explică chimie,explain chemistry,explică chimie / explain chemistry,3239,template_4000_explain,
d2000_3240,common_phrases,rezumă chimie,summarize chemistry,rezumă chimie / summarize chemistry,3240,template_4000_summarize,
d2000_3241,questions,cum folosesc chimie?,how do I use chemistry?,cum folosesc chimie? / how do I use chemistry?,3241,template_4000_use_question,
d2000_3242,requests,verifică chimie,check chemistry,verifică chimie / check chemistry,3242,template_4000_check,
d2000_3243,common_phrases,explică biologie,explain biology,explică biologie / explain biology,3243,template_4000_explain,
d2000_3244,common_phrases,rezumă biologie,summarize biology,rezumă biologie / summarize biology,3244,template_4000_summarize,
d2000_3245,questions,cum folosesc biologie?,how do I use biology?,cum folosesc biologie? / how do I use biology?,3245,template_4000_use_question,
d2000_3246,requests,verifică biologie,check biology,verifică biologie / check biology,3246,template_4000_check,
d2000_3247,common_phrases,explică istorie,explain history,explică istorie / explain history,3247,template_4000_explain,
d2000_3248,common_phrases,rezumă istorie,summarize history,rezumă istorie / summarize history,3248,template_4000_summarize,
d2000_3249,questions,cum folosesc istorie?,how do I use history?,cum folosesc istorie? / how do I use history?,3249,template_4000_use_question,
d2000_3250,requests,verifică istorie,check history,verifică istorie / check history,3250,template_4000_check,
d2000_3251,common_phrases,explică lingvistică,explain linguistics,explică lingvistică / explain linguistics,3251,template_4000_explain,
d2000_3252,common_phrases,rezumă lingvistică,summarize linguistics,rezumă lingvistică / summarize linguistics,3252,template_4000_summarize,
d2000_3253,questions,cum folosesc lingvistică?,how do I use linguistics?,cum folosesc lingvistică? / how do I use linguistics?,3253,template_4000_use_question,
d2000_3254,requests,verifică lingvistică,check linguistics,verifică lingvistică / check linguistics,3254,template_4000_check,
d2000_3255,common_phrases,explică logică,explain logic,explică logică / explain logic,3255,template_4000_explain,
d2000_3256,common_phrases,rezumă logică,summarize logic,rezumă logică / summarize logic,3256,template_4000_summarize,
d2000_3257,questions,cum folosesc logică?,how do I use logic?,cum folosesc logică? / how do I use logic?,3257,template_4000_use_question,
d2000_3258,requests,verifică logică,check logic,verifică logică / check logic,3258,template_4000_check,
d2000_3259,common_phrases,explică statistică,explain statistics,explică statistică / explain statistics,3259,template_4000_explain,
d2000_3260,common_phrases,rezumă statistică,summarize statistics,rezumă statistică / summarize statistics,3260,template_4000_summarize,
d2000_3261,questions,cum folosesc statistică?,how do I use statistics?,cum folosesc statistică? / how do I use statistics?,3261,template_4000_use_question,
d2000_3262,requests,verifică statistică,check statistics,verifică statistică / check statistics,3262,template_4000_check,
d2000_3263,common_phrases,explică algoritmi,explain algorithms,explică algoritmi / explain algorithms,3263,template_4000_explain,
d2000_3264,common_phrases,rezumă algoritmi,summarize algorithms,rezumă algoritmi / summarize algorithms,3264,template_4000_summarize,
d2000_3265,questions,cum folosesc algoritmi?,how do I use algorithms?,cum folosesc algoritmi? / how do I use algorithms?,3265,template_4000_use_question,
d2000_3266,requests,verifică algoritmi,check algorithms,verifică algoritmi / check algorithms,3266,template_4000_check,
d2000_3267,common_phrases,explică structuri de date,explain data structures,explică structuri de date / explain data structures,3267,template_4000_explain,
d2000_3268,common_phrases,rezumă structuri de date,summarize data structures,rezumă structuri de date / summarize data structures,3268,template_4000_summarize,
d2000_3269,questions,cum folosesc structuri de date?,how do I use data structures?,cum folosesc structuri de date? / how do I use data structures?,3269,template_4000_use_question,
d2000_3270,requests,verifică structuri de date,check data structures,verifică structuri de date / check data structures,3270,template_4000_check,
d2000_3271,common_phrases,explică baze de date,explain databases,explică baze de date / explain databases,3271,template_4000_explain,
d2000_3272,common_phrases,rezumă baze de date,summarize databases,rezumă baze de date / summarize databases,3272,template_4000_summarize,
d2000_3273,questions,cum folosesc baze de date?,how do I use databases?,cum folosesc baze de date? / how do I use databases?,3273,template_4000_use_question,
d2000_3274,requests,verifică baze de date,check databases,verifică baze de date / check databases,3274,template_4000_check,
d2000_3275,common_phrases,explică sisteme de operare,explain operating systems,explică sisteme de operare / explain operating systems,3275,template_4000_explain,
d2000_3276,common_phrases,rezumă sisteme de operare,summarize operating systems,rezumă sisteme de operare / summarize operating systems,3276,template_4000_summarize,
d2000_3277,questions,cum folosesc sisteme de operare?,how do I use operating systems?,cum folosesc sisteme de operare? / how do I use operating systems?,3277,template_4000_use_question,
d2000_3278,requests,verifică sisteme de operare,check operating systems,verifică sisteme de operare / check operating systems,3278,template_4000_check,
d2000_3279,common_phrases,explică rețele de calculatoare,explain computer networks,explică rețele de calculatoare / explain computer networks,3279,template_4000_explain,
d2000_3280,common_phrases,rezumă rețele de calculatoare,summarize computer networks,rezumă rețele de calculatoare / summarize computer networks,3280,template_4000_summarize,
d2000_3281,questions,cum folosesc rețele de calculatoare?,how do I use computer networks?,cum folosesc rețele de calculatoare? / how do I use computer networks?,3281,template_4000_use_question,
d2000_3282,requests,verifică rețele de calculatoare,check computer networks,verifică rețele de calculatoare / check computer networks,3282,template_4000_check,
d2000_3283,common_phrases,explică inginerie software,explain software engineering,explică inginerie software / explain software engineering,3283,template_4000_explain,
d2000_3284,common_phrases,rezumă inginerie software,summarize software engineering,rezumă inginerie software / summarize software engineering,3284,template_4000_summarize,
d2000_3285,questions,cum folosesc inginerie software?,how do I use software engineering?,cum folosesc inginerie software? / how do I use software engineering?,3285,template_4000_use_question,
d2000_3286,requests,verifică inginerie software,check software engineering,verifică inginerie software / check software engineering,3286,template_4000_check,
d2000_3287,common_phrases,explică tip de date,explain data type,explică tip de date / explain data type,3287,template_4000_explain,
d2000_3288,common_phrases,rezumă tip de date,summarize data type,rezumă tip de date / summarize data type,3288,template_4000_summarize,
d2000_3289,questions,cum folosesc tip de date?,how do I use data type?,cum folosesc tip de date? / how do I use data type?,3289,template_4000_use_question,
d2000_3290,requests,verifică tip de date,check data type,verifică tip de date / check data type,3290,template_4000_check,
d2000_3291,common_phrases,explică operator,explain operator,explică operator / explain operator,3291,template_4000_explain,
d2000_3292,common_phrases,rezumă operator,summarize operator,rezumă operator / summarize operator,3292,template_4000_summarize,
d2000_3293,questions,cum folosesc operator?,how do I use operator?,cum folosesc operator? / how do I use operator?,3293,template_4000_use_question,
d2000_3294,requests,verifică operator,check operator,verifică operator / check operator,3294,template_4000_check,
d2000_3295,common_phrases,explică expresie,explain expression,explică expresie / explain expression,3295,template_4000_explain,
d2000_3296,common_phrases,rezumă expresie,summarize expression,rezumă expresie / summarize expression,3296,template_4000_summarize,
d2000_3297,questions,cum folosesc expresie?,how do I use expression?,cum folosesc expresie? / how do I use expression?,3297,template_4000_use_question,
d2000_3298,requests,verifică expresie,check expression,verifică expresie / check expression,3298,template_4000_check,
d2000_3299,common_phrases,explică instrucțiune,explain statement,explică instrucțiune / explain statement,3299,template_4000_explain,
d2000_3300,common_phrases,rezumă instrucțiune,summarize statement,rezumă instrucțiune / summarize statement,3300,template_4000_summarize,
d2000_3301,questions,cum folosesc instrucțiune?,how do I use statement?,cum folosesc instrucțiune? / how do I use statement?,3301,template_4000_use_question,
d2000_3302,requests,verifică instrucțiune,check statement,verifică instrucțiune / check statement,3302,template_4000_check,
d2000_3303,common_phrases,explică buclă,explain loop,explică buclă / explain loop,3303,template_4000_explain,
d2000_3304,common_phrases,rezumă buclă,summarize loop,rezumă buclă / summarize loop,3304,template_4000_summarize,
d2000_3305,questions,cum folosesc buclă?,how do I use loop?,cum folosesc buclă? / how do I use loop?,3305,template_4000_use_question,
d2000_3306,requests,verifică buclă,check loop,verifică buclă / check loop,3306,template_4000_check,
d2000_3307,common_phrases,explică condiție,explain condition,explică condiție / explain condition,3307,template_4000_explain,
d2000_3308,common_phrases,rezumă condiție,summarize condition,rezumă condiție / summarize condition,3308,template_4000_summarize,
d2000_3309,questions,cum folosesc condiție?,how do I use condition?,cum folosesc condiție? / how do I use condition?,3309,template_4000_use_question,
d2000_3310,requests,verifică condiție,check condition,verifică condiție / check condition,3310,template_4000_check,
d2000_3311,common_phrases,explică apel de funcție,explain function call,explică apel de funcție / explain function call,3311,template_4000_explain,
d2000_3312,common_phrases,rezumă apel de funcție,summarize function call,rezumă apel de funcție / summarize function call,3312,template_4000_summarize,
d2000_3313,questions,cum folosesc apel de funcție?,how do I use function call?,cum folosesc apel de funcție? / how do I use function call?,3313,template_4000_use_question,
d2000_3314,requests,verifică apel de funcție,check function call,verifică apel de funcție / check function call,3314,template_4000_check,
d2000_3315,common_phrases,explică parametru,explain parameter,explică parametru / explain parameter,3315,template_4000_explain,
d2000_3316,common_phrases,rezumă parametru,summarize parameter,rezumă parametru / summarize parameter,3316,template_4000_summarize,
d2000_3317,questions,cum folosesc parametru?,how do I use parameter?,cum folosesc parametru? / how do I use parameter?,3317,template_4000_use_question,
d2000_3318,requests,verifică parametru,check parameter,verifică parametru / check parameter,3318,template_4000_check,
d2000_3319,common_phrases,explică valoare returnată,explain return value,explică valoare returnată / explain return value,3319,template_4000_explain,
d2000_3320,common_phrases,rezumă valoare returnată,summarize return value,rezumă valoare returnată / summarize return value,3320,template_4000_summarize,
d2000_3321,questions,cum folosesc valoare returnată?,how do I use return value?,cum folosesc valoare returnată? / how do I use return value?,3321,template_4000_use_question,
d2000_3322,requests,verifică valoare returnată,check return value,verifică valoare returnată / check return value,3322,template_4000_check,
d2000_3323,common_phrases,explică stivă de apeluri,explain call stack,explică stivă de apeluri / explain call stack,3323,template_4000_explain,
d2000_3324,common_phrases,rezumă stivă de apeluri,summarize call stack,rezumă stivă de apeluri / summarize call stack,3324,template_4000_summarize,
d2000_3325,questions,cum folosesc stivă de apeluri?,how do I use call stack?,cum folosesc stivă de apeluri? / how do I use call stack?,3325,template_4000_use_question,
d2000_3326,requests,verifică stivă de apeluri,check call stack,verifică stivă de apeluri / check call stack,3326,template_4000_check,
d2000_3327,common_phrases,explică heap,explain heap,explică heap / explain heap,3327,template_4000_explain,
d2000_3328,common_phrases,rezumă heap,summarize heap,rezumă heap / summarize heap,3328,template_4000_summarize,
d2000_3329,questions,cum folosesc heap?,how do I use heap?,cum folosesc heap? / how do I use heap?,3329,template_4000_use_question,
d2000_3330,requests,verifică heap,check heap,verifică heap / check heap,3330,template_4000_check,
d2000_3331,common_phrases,explică pointer,explain pointer,explică pointer / explain pointer,3331,template_4000_explain,
d2000_3332,common_phrases,rezumă pointer,summarize pointer,rezumă pointer / summarize pointer,3332,template_4000_summarize,
d2000_3333,questions,cum folosesc pointer?,how do I use pointer?,cum folosesc pointer? / how do I use pointer?,3333,template_4000_use_question,
d2000_3334,requests,verifică pointer,check pointer,verifică pointer / check pointer,3334,template_4000_check,
d2000_3335,common_phrases,explică referință,explain reference,explică referință / explain reference,3335,template_4000_explain,
d2000_3336,common_phrases,rezumă referință,summarize reference,rezumă referință / summarize reference,3336,template_4000_summarize,
d2000_3337,questions,cum folosesc referință?,how do I use reference?,cum folosesc referință? / how do I use reference?,3337,template_4000_use_question,
d2000_3338,requests,verifică referință,check reference,verifică referință / check reference,3338,template_4000_check,
d2000_3339,common_phrases,explică interfață api,explain api interface,explică interfață api / explain api interface,3339,template_4000_explain,
d2000_3340,common_phrases,rezumă interfață api,summarize api interface,rezumă interfață api / summarize api interface,3340,template_4000_summarize,
d2000_3341,questions,cum folosesc interfață api?,how do I use api interface?,cum folosesc interfață api? / how do I use api interface?,3341,template_4000_use_question,
d2000_3342,requests,verifică interfață api,check api interface,verifică interfață api / check api interface,3342,template_4000_check,
d2000_3343,common_phrases,explică endpoint api,explain api endpoint,explică endpoint api / explain api endpoint,3343,template_4000_explain,
d2000_3344,common_phrases,rezumă endpoint api,summarize api endpoint,rezumă endpoint api / summarize api endpoint,3344,template_4000_summarize,
d2000_3345,questions,cum folosesc endpoint api?,how do I use api endpoint?,cum folosesc endpoint api? / how do I use api endpoint?,3345,template_4000_use_question,
d2000_3346,requests,verifică endpoint api,check api endpoint,verifică endpoint api / check api endpoint,3346,template_4000_check,
d2000_3347,common_phrases,explică serializare,explain serialization,explică serializare / explain serialization,3347,template_4000_explain,
d2000_3348,common_phrases,rezumă serializare,summarize serialization,rezumă serializare / summarize serialization,3348,template_4000_summarize,
d2000_3349,questions,cum folosesc serializare?,how do I use serialization?,cum folosesc serializare? / how do I use serialization?,3349,template_4000_use_question,
d2000_3350,requests,verifică serializare,check serialization,verifică serializare / check serialization,3350,template_4000_check,
d2000_3351,common_phrases,explică deserializare,explain deserialization,explică deserializare / explain deserialization,3351,template_4000_explain,
d2000_3352,common_phrases,rezumă deserializare,summarize deserialization,rezumă deserializare / summarize deserialization,3352,template_4000_summarize,
d2000_3353,questions,cum folosesc deserializare?,how do I use deserialization?,cum folosesc deserializare? / how do I use deserialization?,3353,template_4000_use_question,
d2000_3354,requests,verifică deserializare,check deserialization,verifică deserializare / check deserialization,3354,template_4000_check,
d2000_3355,common_phrases,explică parser,explain parser,explică parser / explain parser,3355,template_4000_explain,
d2000_3356,common_phrases,rezumă parser,summarize parser,rezumă parser / summarize parser,3356,template_4000_summarize,
d2000_3357,questions,cum folosesc parser?,how do I use parser?,cum folosesc parser? / how do I use parser?,3357,template_4000_use_question,
d2000_3358,requests,verifică parser,check parser,verifică parser / check parser,3358,template_4000_check,
d2000_3359,common_phrases,explică compilator,explain compiler,explică compilator / explain compiler,3359,template_4000_explain,
d2000_3360,common_phrases,rezumă compilator,summarize compiler,rezumă compilator / summarize compiler,3360,template_4000_summarize,
d2000_3361,questions,cum folosesc compilator?,how do I use compiler?,cum folosesc compilator? / how do I use compiler?,3361,template_4000_use_question,
d2000_3362,requests,verifică compilator,check compiler,verifică compilator / check compiler,3362,template_4000_check,
d2000_3363,common_phrases,explică interpretor,explain interpreter,explică interpretor / explain interpreter,3363,template_4000_explain,
d2000_3364,common_phrases,rezumă interpretor,summarize interpreter,rezumă interpretor / summarize interpreter,3364,template_4000_summarize,
d2000_3365,questions,cum folosesc interpretor?,how do I use interpreter?,cum folosesc interpretor? / how do I use interpreter?,3365,template_4000_use_question,
d2000_3366,requests,verifică interpretor,check interpreter,verifică interpretor / check interpreter,3366,template_4000_check,
d2000_3367,common_phrases,explică runtime,explain runtime,explică runtime / explain runtime,3367,template_4000_explain,
d2000_3368,common_phrases,rezumă runtime,summarize runtime,rezumă runtime / summarize runtime,3368,template_4000_summarize,
d2000_3369,questions,cum folosesc runtime?,how do I use runtime?,cum folosesc runtime? / how do I use runtime?,3369,template_4000_use_question,
d2000_3370,requests,verifică runtime,check runtime,verifică runtime / check runtime,3370,template_4000_check,
d2000_3371,common_phrases,explică thread pool,explain thread pool,explică thread pool / explain thread pool,3371,template_4000_explain,
d2000_3372,common_phrases,rezumă thread pool,summarize thread pool,rezumă thread pool / summarize thread pool,3372,template_4000_summarize,
d2000_3373,questions,cum folosesc thread pool?,how do I use thread pool?,cum folosesc thread pool? / how do I use thread pool?,3373,template_4000_use_question,
d2000_3374,requests,verifică thread pool,check thread pool,verifică thread pool / check thread pool,3374,template_4000_check,
d2000_3375,common_phrases,explică blocare,explain lock,explică blocare / explain lock,3375,template_4000_explain,
d2000_3376,common_phrases,rezumă blocare,summarize lock,rezumă blocare / summarize lock,3376,template_4000_summarize,
d2000_3377,questions,cum folosesc blocare?,how do I use lock?,cum folosesc blocare? / how do I use lock?,3377,template_4000_use_question,
d2000_3378,requests,verifică blocare,check lock,verifică blocare / check lock,3378,template_4000_check,
d2000_3379,common_phrases,explică semafor,explain semaphore,explică semafor / explain semaphore,3379,template_4000_explain,
d2000_3380,common_phrases,rezumă semafor,summarize semaphore,rezumă semafor / summarize semaphore,3380,template_4000_summarize,
d2000_3381,questions,cum folosesc semafor?,how do I use semaphore?,cum folosesc semafor? / how do I use semaphore?,3381,template_4000_use_question,
d2000_3382,requests,verifică semafor,check semaphore,verifică semafor / check semaphore,3382,template_4000_check,
d2000_3383,common_phrases,explică tranzacție,explain transaction,explică tranzacție / explain transaction,3383,template_4000_explain,
d2000_3384,common_phrases,rezumă tranzacție,summarize transaction,rezumă tranzacție / summarize transaction,3384,template_4000_summarize,
d2000_3385,questions,cum folosesc tranzacție?,how do I use transaction?,cum folosesc tranzacție? / how do I use transaction?,3385,template_4000_use_question,
d2000_3386,requests,verifică tranzacție,check transaction,verifică tranzacție / check transaction,3386,template_4000_check,
d2000_3387,common_phrases,explică migrare,explain migration,explică migrare / explain migration,3387,template_4000_explain,
d2000_3388,common_phrases,rezumă migrare,summarize migration,rezumă migrare / summarize migration,3388,template_4000_summarize,
d2000_3389,questions,cum folosesc migrare?,how do I use migration?,cum folosesc migrare? / how do I use migration?,3389,template_4000_use_question,
d2000_3390,requests,verifică migrare,check migration,verifică migrare / check migration,3390,template_4000_check,
d2000_3391,common_phrases,explică indexare,explain indexing,explică indexare / explain indexing,3391,template_4000_explain,
d2000_3392,common_phrases,rezumă indexare,summarize indexing,rezumă indexare / summarize indexing,3392,template_4000_summarize,
d2000_3393,questions,cum folosesc indexare?,how do I use indexing?,cum folosesc indexare? / how do I use indexing?,3393,template_4000_use_question,
d2000_3394,requests,verifică indexare,check indexing,verifică indexare / check indexing,3394,template_4000_check,
d2000_3395,common_phrases,explică interogare,explain query,explică interogare / explain query,3395,template_4000_explain,
d2000_3396,common_phrases,rezumă interogare,summarize query,rezumă interogare / summarize query,3396,template_4000_summarize,
d2000_3397,questions,cum folosesc interogare?,how do I use query?,cum folosesc interogare? / how do I use query?,3397,template_4000_use_question,
d2000_3398,requests,verifică interogare,check query,verifică interogare / check query,3398,template_4000_check,
d2000_3399,common_phrases,explică schemă json,explain json schema,explică schemă json / explain json schema,3399,template_4000_explain,
d2000_3400,common_phrases,rezumă schemă json,summarize json schema,rezumă schemă json / summarize json schema,3400,template_4000_summarize,
d2000_3401,questions,cum folosesc schemă json?,how do I use json schema?,cum folosesc schemă json? / how do I use json schema?,3401,template_4000_use_question,
