id,category,ro,en,meaning,compact_token,frequency_rank,source_rank,token_length,source,notes
d2000_3622,requests,verifică ieșire structurată,check structured output,verifică ieșire structurată / check structured output,zm,3622,3622,2,template_4000_check,
d2000_3623,common_phrases,explică evaluare model,explain model evaluation,explică evaluare model / explain model evaluation,zn,3623,3623,2,template_4000_explain,
d2000_3624,common_phrases,rezumă evaluare model,summarize model evaluation,rezumă evaluare model / summarize model evaluation,zp,3624,3624,2,template_4000_summarize,
d2000_3625,questions,cum folosesc evaluare model?,how do I use model evaluation?,cum folosesc evaluare model? / how do I use model evaluation?,zq,3625,3625,2,template_4000_use_question,
d2000_3626,requests,verifică evaluare model,check model evaluation,verifică evaluare model / check model evaluation,zr,3626,3626,2,template_4000_check,
d2000_3627,common_phrases,explică set de evaluare,explain evaluation set,explică set de evaluare / explain evaluation set,zs,3627,3627,2,template_4000_explain,
d2000_3628,common_phrases,rezumă set de evaluare,summarize evaluation set,rezumă set de evaluare / summarize evaluation set,zt,3628,3628,2,template_4000_summarize,
d2000_3629,questions,cum folosesc set de evaluare?,how do I use evaluation set?,cum folosesc set de evaluare? / how do I use evaluation set?,zv,3629,3629,2,template_4000_use_question,
d2000_3630,requests,verifică set de evaluare,check evaluation set,verifică set de evaluare / check evaluation set,zw,3630,3630,2,template_4000_check,
d2000_3631,common_phrases,explică scor de calitate,explain quality score,explică scor de calitate / explain quality score,zx,3631,3631,2,template_4000_explain,
d2000_3632,common_phrases,rezumă scor de calitate,summarize quality score,rezumă scor de calitate / summarize quality score,zy,3632,3632,2,template_4000_summarize,
d2000_3633,questions,cum folosesc scor de calitate?,how do I use quality score?,cum folosesc scor de calitate? / how do I use quality score?,zz,3633,3633,2,template_4000_use_question,
d2000_3634,requests,verifică scor de calitate,check quality score,verifică scor de calitate / check quality score,z!,3634,3634,2,template_4000_check,
d2000_3635,common_phrases,explică alucinație detectată,explain detected hallucination,explică alucinație detectată / explain detected hallucination,z#,3635,3635,2,template_4000_explain,
d2000_3636,common_phrases,rezumă alucinație detectată,summarize detected hallucination,rezumă alucinație detectată / summarize detected hallucination,z$,3636,3636,2,template_4000_summarize,
d2000_3637,questions,cum folosesc alucinație detectată?,how do I use detected hallucination?,cum folosesc alucinație detectată? / how do I use detected hallucination?,z%,3637,3637,2,template_4000_use_question,
d2000_3638,requests,verifică alucinație detectată,check detected hallucination,verifică alucinație detectată / check detected hallucination,z&,3638,3638,2,template_4000_check,
d2000_3639,common_phrases,explică politică de siguranță,explain safety policy,explică politică de siguranță / explain safety policy,z*,3639,3639,2,template_4000_explain,
d2000_3640,common_phrases,rezumă politică de siguranță,summarize safety policy,rezumă politică de siguranță / summarize safety policy,z+,3640,3640,2,template_4000_summarize,
d2000_3641,questions,cum folosesc politică de siguranță?,how do I use safety policy?,cum folosesc politică de siguranță? / how do I use safety policy?,z.,3641,3641,2,template_4000_use_question,
d2000_3642,requests,verifică politică de siguranță,check safety policy,verifică politică de siguranță / check safety policy,z/,3642,3642,2,template_4000_check,
d2000_3643,common_phrases,explică filtru de conținut,explain content filter,explică filtru de conținut / explain content filter,z:,3643,3643,2,template_4000_explain,
d2000_3644,common_phrases,rezumă filtru de conținut,summarize content filter,rezumă filtru de conținut / summarize content filter,z;,3644,3644,2,template_4000_summarize,
d2000_3645,questions,cum folosesc filtru de conținut?,how do I use content filter?,cum folosesc filtru de conținut? / how do I use content filter?,z=,3645,3645,2,template_4000_use_question,
d2000_3646,requests,verifică filtru de conținut,check content filter,verifică filtru de conținut / check content filter,z?,3646,3646,2,template_4000_check,
d2000_3647,common_phrases,explică aliniere,explain alignment,explică aliniere / explain alignment,z@,3647,3647,2,template_4000_explain,
d2000_3648,common_phrases,rezumă aliniere,summarize alignment,rezumă aliniere / summarize alignment,z^,3648,3648,2,template_4000_summarize,
d2000_3649,questions,cum folosesc aliniere?,how do I use alignment?,cum folosesc aliniere? / how do I use alignment?,z_,3649,3649,2,template_4000_use_question,
d2000_3650,requests,verifică aliniere,check alignment,verifică aliniere / check alignment,z~,3650,3650,2,template_4000_check,
d2000_3651,common_phrases,explică reglaj fin,explain fine tuning,explică reglaj fin / explain fine tuning,!0,3651,3651,2,template_4000_explain,
d2000_3652,common_phrases,rezumă reglaj fin,summarize fine tuning,rezumă reglaj fin / summarize fine tuning,!1,3652,3652,2,template_4000_summarize,
d2000_3653,questions,cum folosesc reglaj fin?,how do I use fine tuning?,cum folosesc reglaj fin? / how do I use fine tuning?,!2,3653,3653,2,template_4000_use_question,
d2000_3654,requests,verifică reglaj fin,check fine tuning,verifică reglaj fin / check fine tuning,!3,3654,3654,2,template_4000_check,
d2000_3655,common_phrases,explică distilare,explain distillation,explică distilare / explain distillation,!4,3655,3655,2,template_4000_explain,
d2000_3656,common_phrases,rezumă distilare,summarize distillation,rezumă distilare / summarize distillation,!5,3656,3656,2,template_4000_summarize,
d2000_3657,questions,cum folosesc distilare?,how do I use distillation?,cum folosesc distilare? / how do I use distillation?,!6,3657,3657,2,template_4000_use_question,
d2000_3658,requests,verifică distilare,check distillation,verifică distilare / check distillation,!7,3658,3658,2,template_4000_check,
d2000_3659,common_phrases,explică inferență,explain inference,explică inferență / explain inference,!8,3659,3659,2,template_4000_explain,
d2000_3660,common_phrases,rezumă inferență,summarize inference,rezumă inferență / summarize inference,!9,3660,3660,2,template_4000_summarize,
d2000_3661,questions,cum folosesc inferență?,how do I use inference?,cum folosesc inferență? / how do I use inference?,!B,3661,3661,2,template_4000_use_question,
d2000_3662,requests,verifică inferență,check inference,verifică inferență / check inference,!C,3662,3662,2,template_4000_check,
d2000_3663,common_phrases,explică latență de inferență,explain inference latency,explică latență de inferență / explain inference latency,!D,3663,3663,2,template_4000_explain,
d2000_3664,common_phrases,rezumă latență de inferență,summarize inference latency,rezumă latență de inferență / summarize inference latency,!F,3664,3664,2,template_4000_summarize,
d2000_3665,questions,cum folosesc latență de inferență?,how do I use inference latency?,cum folosesc latență de inferență? / how do I use inference latency?,!G,3665,3665,2,template_4000_use_question,
d2000_3666,requests,verifică latență de inferență,check inference latency,verifică latență de inferență / check inference latency,!H,3666,3666,2,template_4000_check,
d2000_3667,common_phrases,explică cost pe token,explain cost per token,explică cost pe token / explain cost per token,!J,3667,3667,2,template_4000_explain,
d2000_3668,common_phrases,rezumă cost pe token,summarize cost per token,rezumă cost pe token / summarize cost per token,!K,3668,3668,2,template_4000_summarize,
d2000_3669,questions,cum folosesc cost pe token?,how do I use cost per token?,cum folosesc cost pe token? / how do I use cost per token?,!L,3669,3669,2,template_4000_use_question,
d2000_3670,requests,verifică cost pe token,check cost per token,verifică cost pe token / check cost per token,!M,3670,3670,2,template_4000_check,
d2000_3671,common_phrases,explică memorie de conversație,explain conversation memory,explică memorie de conversație / explain conversation memory,!N,3671,3671,2,template_4000_explain,
d2000_3672,common_phrases,rezumă memorie de conversație,summarize conversation memory,rezumă memorie de conversație / summarize conversation memory,!P,3672,3672,2,template_4000_summarize,
d2000_3673,questions,cum folosesc memorie de conversație?,how do I use conversation memory?,cum folosesc memorie de conversație? / how do I use conversation memory?,!Q,3673,3673,2,template_4000_use_question,
d2000_3674,requests,verifică memorie de conversație,check conversation memory,verifică memorie de conversație / check conversation memory,!R,3674,3674,2,template_4000_check,
d2000_3675,common_phrases,explică lanț de prompturi,explain prompt chain,explică lanț de prompturi / explain prompt chain,!S,3675,3675,2,template_4000_explain,
d2000_3676,common_phrases,rezumă lanț de prompturi,summarize prompt chain,rezumă lanț de prompturi / summarize prompt chain,!T,3676,3676,2,template_4000_summarize,
d2000_3677,questions,cum folosesc lanț de prompturi?,how do I use prompt chain?,cum folosesc lanț de prompturi? / how do I use prompt chain?,!V,3677,3677,2,template_4000_use_question,
d2000_3678,requests,verifică lanț de prompturi,check prompt chain,verifică lanț de prompturi / check prompt chain,!W,3678,3678,2,template_4000_check,
d2000_3679,common_phrases,explică exemplu few-shot,explain few shot example,explică exemplu few-shot / explain few shot example,!X,3679,3679,2,template_4000_explain,
d2000_3680,common_phrases,rezumă exemplu few-shot,summarize few shot example,rezumă exemplu few-shot / summarize few shot example,!Y,3680,3680,2,template_4000_summarize,
d2000_3681,questions,cum folosesc exemplu few-shot?,how do I use few shot example?,cum folosesc exemplu few-shot? / how do I use few shot example?,!Z,3681,3681,2,template_4000_use_question,
d2000_3682,requests,verifică exemplu few-shot,check few shot example,verifică exemplu few-shot / check few shot example,!b,3682,3682,2,template_4000_check,
d2000_3683,common_phrases,explică zero-shot,explain zero shot,explică zero-shot / explain zero shot,!c,3683,3683,2,template_4000_explain,
d2000_3684,common_phrases,rezumă zero-shot,summarize zero shot,rezumă zero-shot / summarize zero shot,!d,3684,3684,2,template_4000_summarize,
d2000_3685,questions,cum folosesc zero-shot?,how do I use zero shot?,cum folosesc zero-shot? / how do I use zero shot?,!f,3685,3685,2,template_4000_use_question,
d2000_3686,requests,verifică zero-shot,check zero shot,verifică zero-shot / check zero shot,!g,3686,3686,2,template_4000_check,
d2000_3687,common_phrases,explică funcție de recompensă,explain reward function,explică funcție de recompensă / explain reward function,!h,3687,3687,2,template_4000_explain,
d2000_3688,common_phrases,rezumă funcție de recompensă,summarize reward function,rezumă funcție de recompensă / summarize reward function,!j,3688,3688,2,template_4000_summarize,
d2000_3689,questions,cum folosesc funcție de recompensă?,how do I use reward function?,cum folosesc funcție de recompensă? / how do I use reward function?,!k,3689,3689,2,template_4000_use_question,
d2000_3690,requests,verifică funcție de recompensă,check reward function,verifică funcție de recompensă / check reward function,!l,3690,3690,2,template_4000_check,
d2000_3691,common_phrases,explică agent evaluator,explain evaluator agent,explică agent evaluator / explain evaluator agent,!m,3691,3691,2,template_4000_explain,
d2000_3692,common_phrases,rezumă agent evaluator,summarize evaluator agent,rezumă agent evaluator / summarize evaluator agent,!n,3692,3692,2,template_4000_summarize,
d2000_3693,questions,cum folosesc agent evaluator?,how do I use evaluator agent?,cum folosesc agent evaluator? / how do I use evaluator agent?,!p,3693,3693,2,template_4000_use_question,
d2000_3694,requests,verifică agent evaluator,check evaluator agent,verifică agent evaluator / check evaluator agent,!q,3694,3694,2,template_4000_check,
d2000_3695,common_phrases,explică decodor semantic,explain semantic decoder,explică decodor semantic / explain semantic decoder,!r,3695,3695,2,template_4000_explain,
d2000_3696,common_phrases,rezumă decodor semantic,summarize semantic decoder,rezumă decodor semantic / summarize semantic decoder,!s,3696,3696,2,template_4000_summarize,
d2000_3697,questions,cum folosesc decodor semantic?,how do I use semantic decoder?,cum folosesc decodor semantic? / how do I use semantic decoder?,!t,3697,3697,2,template_4000_use_question,
d2000_3698,requests,verifică decodor semantic,check semantic decoder,verifică decodor semantic / check semantic decoder,!v,3698,3698,2,template_4000_check,
d2000_3699,common_phrases,explică compresie semantică,explain semantic compression,explică compresie semantică / explain semantic compression,!w,3699,3699,2,template_4000_explain,
d2000_3700,common_phrases,rezumă compresie semantică,summarize semantic compression,rezumă compresie semantică / summarize semantic compression,!x,3700,3700,2,template_4000_summarize,
d2000_3701,questions,cum folosesc compresie semantică?,how do I use semantic compression?,cum folosesc compresie semantică? / how do I use semantic compression?,!y,3701,3701,2,template_4000_use_question,
d2000_3702,requests,verifică compresie semantică,check semantic compression,verifică compresie semantică / check semantic compression,!z,3702,3702,2,template_4000_check,
d2000_3703,common_phrases,explică protocol emergent,explain emergent protocol,explică protocol emergent / explain emergent protocol,!!,3703,3703,2,template_4000_explain,
d2000_3704,common_phrases,rezumă protocol emergent,summarize emergent protocol,rezumă protocol emergent / summarize emergent protocol,!#,3704,3704,2,template_4000_summarize,
d2000_3705,questions,cum folosesc protocol emergent?,how do I use emergent protocol?,cum folosesc protocol emergent? / how do I use emergent protocol?,!$,3705,3705,2,template_4000_use_question,
d2000_3706,requests,verifică protocol emergent,check emergent protocol,verifică protocol emergent / check emergent protocol,!%,3706,3706,2,template_4000_check,
d2000_3707,common_phrases,explică utilizator linux,explain linux user,explică utilizator linux / explain linux user,!&,3707,3707,2,template_4000_explain,
d2000_3708,common_phrases,rezumă utilizator linux,summarize linux user,rezumă utilizator linux / summarize linux user,!*,3708,3708,2,template_4000_summarize,
d2000_3709,questions,cum folosesc utilizator linux?,how do I use linux user?,cum folosesc utilizator linux? / how do I use linux user?,!+,3709,3709,2,template_4000_use_question,
d2000_3710,requests,verifică utilizator linux,check linux user,verifică utilizator linux / check linux user,!.,3710,3710,2,template_4000_check,
d2000_3711,common_phrases,explică grup linux,explain linux group,explică grup linux / explain linux group,!/,3711,3711,2,template_4000_explain,
d2000_3712,common_phrases,rezumă grup linux,summarize linux group,rezumă grup linux / summarize linux group,!:,3712,3712,2,template_4000_summarize,
d2000_3713,questions,cum folosesc grup linux?,how do I use linux group?,cum folosesc grup linux? / how do I use linux group?,!;,3713,3713,2,template_4000_use_question,
d2000_3714,requests,verifică grup linux,check linux group,verifică grup linux / check linux group,!=,3714,3714,2,template_4000_check,
d2000_3715,common_phrases,explică permisiuni fișier,explain file permissions,explică permisiuni fișier / explain file permissions,!?,3715,3715,2,template_4000_explain,
d2000_3716,common_phrases,rezumă permisiuni fișier,summarize file permissions,rezumă permisiuni fișier / summarize file permissions,!@,3716,3716,2,template_4000_summarize,
d2000_3717,questions,cum folosesc permisiuni fișier?,how do I use file permissions?,cum folosesc permisiuni fișier? / how do I use file permissions?,!^,3717,3717,2,template_4000_use_question,
d2000_3718,requests,verifică permisiuni fișier,check file permissions,verifică permisiuni fișier / check file permissions,!_,3718,3718,2,template_4000_check,
d2000_3719,common_phrases,explică proprietar fișier,explain file owner,explică proprietar fișier / explain file owner,!~,3719,3719,2,template_4000_explain,
d2000_3720,common_phrases,rezumă proprietar fișier,summarize file owner,rezumă proprietar fișier / summarize file owner,#0,3720,3720,2,template_4000_summarize,
d2000_3721,questions,cum folosesc proprietar fișier?,how do I use file owner?,cum folosesc proprietar fișier? / how do I use file owner?,#1,3721,3721,2,template_4000_use_question,
d2000_3722,requests,verifică proprietar fișier,check file owner,verifică proprietar fișier / check file owner,#2,3722,3722,2,template_4000_check,
d2000_3723,common_phrases,explică shell,explain shell,explică shell / explain shell,#3,3723,3723,2,template_4000_explain,
d2000_3724,common_phrases,rezumă shell,summarize shell,rezumă shell / summarize shell,#4,3724,3724,2,template_4000_summarize,
d2000_3725,questions,cum folosesc shell?,how do I use shell?,cum folosesc shell? / how do I use shell?,#5,3725,3725,2,template_4000_use_question,
d2000_3726,requests,verifică shell,check shell,verifică shell / check shell,#6,3726,3726,2,template_4000_check,
d2000_3727,common_phrases,explică bash,explain bash,explică bash / explain bash,#7,3727,3727,2,template_4000_explain,
d2000_3728,common_phrases,rezumă bash,summarize bash,rezumă bash / summarize bash,#8,3728,3728,2,template_4000_summarize,
d2000_3729,questions,cum folosesc bash?,how do I use bash?,cum folosesc bash? / how do I use bash?,#9,3729,3729,2,template_4000_use_question,
d2000_3730,requests,verifică bash,check bash,verifică bash / check bash,#B,3730,3730,2,template_4000_check,
d2000_3731,common_phrases,explică proces linux,explain linux process,explică proces linux / explain linux process,#C,3731,3731,2,template_4000_explain,
d2000_3732,common_phrases,rezumă proces linux,summarize linux process,rezumă proces linux / summarize linux process,#D,3732,3732,2,template_4000_summarize,
d2000_3733,questions,cum folosesc proces linux?,how do I use linux process?,cum folosesc proces linux? / how do I use linux process?,#F,3733,3733,2,template_4000_use_question,
d2000_3734,requests,verifică proces linux,check linux process,verifică proces linux / check linux process,#G,3734,3734,2,template_4000_check,
d2000_3735,common_phrases,explică daemon,explain daemon,explică daemon / explain daemon,#H,3735,3735,2,template_4000_explain,
d2000_3736,common_phrases,rezumă daemon,summarize daemon,rezumă daemon / summarize daemon,#J,3736,3736,2,template_4000_summarize,
d2000_3737,questions,cum folosesc daemon?,how do I use daemon?,cum folosesc daemon? / how do I use daemon?,#K,3737,3737,2,template_4000_use_question,
d2000_3738,requests,verifică daemon,check daemon,verifică daemon / check daemon,#L,3738,3738,2,template_4000_check,
d2000_3739,common_phrases,explică serviciu systemd,explain systemd service,explică serviciu systemd / explain systemd service,#M,3739,3739,2,template_4000_explain,
d2000_3740,common_phrases,rezumă serviciu systemd,summarize systemd service,rezumă serviciu systemd / summarize systemd service,#N,3740,3740,2,template_4000_summarize,
d2000_3741,questions,cum folosesc serviciu systemd?,how do I use systemd service?,cum folosesc serviciu systemd? / how do I use systemd service?,#P,3741,3741,2,template_4000_use_question,
d2000_3742,requests,verifică serviciu systemd,check systemd service,verifică serviciu systemd / check systemd service,#Q,3742,3742,2,template_4000_check,
d2000_3743,common_phrases,explică jurnal systemd,explain systemd journal,explică jurnal systemd / explain systemd journal,#R,3743,3743,2,template_4000_explain,
d2000_3744,common_phrases,rezumă jurnal systemd,summarize systemd journal,rezumă jurnal systemd / summarize systemd journal,#S,3744,3744,2,template_4000_summarize,
d2000_3745,questions,cum folosesc jurnal systemd?,how do I use systemd journal?,cum folosesc jurnal systemd? / how do I use systemd journal?,#T,3745,3745,2,template_4000_use_question,
d2000_3746,requests,verifică jurnal systemd,check systemd journal,verifică jurnal systemd / check systemd journal,#V,3746,3746,2,template_4000_check,
d2000_3747,common_phrases,explică cale absolută,explain absolute path,explică cale absolută / explain absolute path,#W,3747,3747,2,template_4000_explain,
d2000_3748,common_phrases,rezumă cale absolută,summarize absolute path,rezumă cale absolută / summarize absolute path,#X,3748,3748,2,template_4000_summarize,
d2000_3749,questions,cum folosesc cale absolută?,how do I use absolute path?,cum folosesc cale absolută? / how do I use absolute path?,#Y,3749,3749,2,template_4000_use_question,
d2000_3750,requests,verifică cale absolută,check absolute path,verifică cale absolută / check absolute path,#Z,3750,3750,2,template_4000_check,
d2000_3751,common_phrases,explică cale relativă,explain relative path,explică cale relativă / explain relative path,#b,3751,3751,2,template_4000_explain,
d2000_3752,common_phrases,rezumă cale relativă,summarize relative path,rezumă cale relativă / summarize relative path,#c,3752,3752,2,template_4000_summarize,
d2000_3753,questions,cum folosesc cale relativă?,how do I use relative path?,cum folosesc cale relativă? / how do I use relative path?,#d,3753,3753,2,template_4000_use_question,
d2000_3754,requests,verifică cale relativă,check relative path,verifică cale relativă / check relative path,#f,3754,3754,2,template_4000_check,
d2000_3755,common_phrases,explică director home,explain home directory,explică director home / explain home directory,#g,3755,3755,2,template_4000_explain,
d2000_3756,common_phrases,rezumă director home,summarize home directory,rezumă director home / summarize home directory,#h,3756,3756,2,template_4000_summarize,
d2000_3757,questions,cum folosesc director home?,how do I use home directory?,cum folosesc director home? / how do I use home directory?,#j,3757,3757,2,template_4000_use_question,
d2000_3758,requests,verifică director home,check home directory,verifică director home / check home directory,#k,3758,3758,2,template_4000_check,
d2000_3759,common_phrases,explică director temporar,explain temporary directory,explică director temporar / explain temporary directory,#l,3759,3759,2,template_4000_explain,
d2000_3760,common_phrases,rezumă director temporar,summarize temporary directory,rezumă director temporar / summarize temporary directory,#m,3760,3760,2,template_4000_summarize,
d2000_3761,questions,cum folosesc director temporar?,how do I use temporary directory?,cum folosesc director temporar? / how do I use temporary directory?,#n,3761,3761,2,template_4000_use_question,
d2000_3762,requests,verifică director temporar,check temporary directory,verifică director temporar / check temporary directory,#p,3762,3762,2,template_4000_check,
d2000_3763,common_phrases,explică link simbolic,explain symbolic link,explică link simbolic / explain symbolic link,#q,3763,3763,2,template_4000_explain,
d2000_3764,common_phrases,rezumă link simbolic,summarize symbolic link,rezumă link simbolic / summarize symbolic link,#r,3764,3764,2,template_4000_summarize,
d2000_3765,questions,cum folosesc link simbolic?,how do I use symbolic link?,cum folosesc link simbolic? / how do I use symbolic link?,#s,3765,3765,2,template_4000_use_question,
d2000_3766,requests,verifică link simbolic,check symbolic link,verifică link simbolic / check symbolic link,#t,3766,3766,2,template_4000_check,
d2000_3767,common_phrases,explică pachet deb,explain deb package,explică pachet deb / explain deb package,#v,3767,3767,2,template_4000_explain,
d2000_3768,common_phrases,rezumă pachet deb,summarize deb package,rezumă pachet deb / summarize deb package,#w,3768,3768,2,template_4000_summarize,
d2000_3769,questions,cum folosesc pachet deb?,how do I use deb package?,cum folosesc pachet deb? / how do I use deb package?,#x,3769,3769,2,template_4000_use_question,
d2000_3770,requests,verifică pachet deb,check deb package,verifică pachet deb / check deb package,#y,3770,3770,2,template_4000_check,
d2000_3771,common_phrases,explică manager de pachete,explain package manager,explică manager de pachete / explain package manager,#z,3771,3771,2,template_4000_explain,
d2000_3772,common_phrases,rezumă manager de pachete,summarize package manager,rezumă manager de pachete / summarize package manager,#!,3772,3772,2,template_4000_summarize,
d2000_3773,questions,cum folosesc manager de pachete?,how do I use package manager?,cum folosesc manager de pachete? / how do I use package manager?,##,3773,3773,2,template_4000_use_question,
d2000_3774,requests,verifică manager de pachete,check package manager,verifică manager de pachete / check package manager,#$,3774,3774,2,template_4000_check,
d2000_3775,common_phrases,explică actualizare sistem,explain system update,explică actualizare sistem / explain system update,#%,3775,3775,2,template_4000_explain,
d2000_3776,common_phrases,rezumă actualizare sistem,summarize system update,rezumă actualizare sistem / summarize system update,#&,3776,3776,2,template_4000_summarize,
d2000_3777,questions,cum folosesc actualizare sistem?,how do I use system update?,cum folosesc actualizare sistem? / how do I use system update?,#*,3777,3777,2,template_4000_use_question,
d2000_3778,requests,verifică actualizare sistem,check system update,verifică actualizare sistem / check system update,#+,3778,3778,2,template_4000_check,
d2000_3779,common_phrases,explică port,explain port,explică port / explain port,#.,3779,3779,2,template_4000_explain,
d2000_3780,common_phrases,rezumă port,summarize port,rezumă port / summarize port,#/,3780,3780,2,template_4000_summarize,
d2000_3781,questions,cum folosesc port?,how do I use port?,cum folosesc port? / how do I use port?,#:,3781,3781,2,template_4000_use_question,
d2000_3782,requests,verifică port,check port,verifică port / check port,#;,3782,3782,2,template_4000_check,
d2000_3783,common_phrases,explică socket,explain socket,explică socket / explain socket,#=,3783,3783,2,template_4000_explain,
d2000_3784,common_phrases,rezumă socket,summarize socket,rezumă socket / summarize socket,#?,3784,3784,2,template_4000_summarize,
d2000_3785,questions,cum folosesc socket?,how do I use socket?,cum folosesc socket? / how do I use socket?,#@,3785,3785,2,template_4000_use_question,
d2000_3786,requests,verifică socket,check socket,verifică socket / check socket,#^,3786,3786,2,template_4000_check,
d2000_3787,common_phrases,explică firewall,explain firewall,explică firewall / explain firewall,#_,3787,3787,2,template_4000_explain,
d2000_3788,common_phrases,rezumă firewall,summarize firewall,rezumă firewall / summarize firewall,#~,3788,3788,2,template_4000_summarize,
d2000_3789,questions,cum folosesc firewall?,how do I use firewall?,cum folosesc firewall? / how do I use firewall?,$0,3789,3789,2,template_4000_use_question,
d2000_3790,requests,verifică firewall,check firewall,verifică firewall / check firewall,$1,3790,3790,2,template_4000_check,
d2000_3791,common_phrases,explică regulă firewall,explain firewall rule,explică regulă firewall / explain firewall rule,$2,3791,3791,2,template_4000_explain,
d2000_3792,common_phrases,rezumă regulă firewall,summarize firewall rule,rezumă regulă firewall / summarize firewall rule,$3,3792,3792,2,template_4000_summarize,
d2000_3793,questions,cum folosesc regulă firewall?,how do I use firewall rule?,cum folosesc regulă firewall? / how do I use firewall rule?,$4,3793,3793,2,template_4000_use_question,
d2000_3794,requests,verifică regulă firewall,check firewall rule,verifică regulă firewall / check firewall rule,$5,3794,3794,2,template_4000_check,
d2000_3795,common_phrases,explică adresă ip,explain ip address,explică adresă ip / explain ip address,$6,3795,3795,2,template_4000_explain,
d2000_3796,common_phrases,rezumă adresă ip,summarize ip address,rezumă adresă ip / summarize ip address,$7,3796,3796,2,template_4000_summarize,
d2000_3797,questions,cum folosesc adresă ip?,how do I use ip address?,cum folosesc adresă ip? / how do I use ip address?,$8,3797,3797,2,template_4000_use_question,
d2000_3798,requests,verifică adresă ip,check ip address,verifică adresă ip / check ip address,$9,3798,3798,2,template_4000_check,
d2000_3799,common_phrases,explică dns,explain dns,explică dns / explain dns,$B,3799,3799,2,template_4000_explain,
d2000_3800,common_phrases,rezumă dns,summarize dns,rezumă dns / summarize dns,$C,3800,3800,2,template_4000_summarize,
d2000_3801,questions,cum folosesc dns?,how do I use dns?,cum folosesc dns? / how do I use dns?,$D,3801,3801,2,template_4000_use_question,
d2000_3802,requests,verifică dns,check dns,verifică dns / check dns,$F,3802,3802,2,template_4000_check,
d2000_3803,common_phrases,explică tls,explain tls,explică tls / explain tls,$G,3803,3803,2,template_4000_explain,
d2000_3804,common_phrases,rezumă tls,summarize tls,rezumă tls / summarize tls,$H,3804,3804,2,template_4000_summarize,
d2000_3805,questions,cum folosesc tls?,how do I use tls?,cum folosesc tls? / how do I use tls?,$J,3805,3805,2,template_4000_use_question,
d2000_3806,requests,verifică tls,check tls,verifică tls / check tls,$K,3806,3806,2,template_4000_check,
d2000_3807,common_phrases,explică cheie publică,explain public key,explică cheie publică / explain public key,$L,3807,3807,2,template_4000_explain,
d2000_3808,common_phrases,rezumă cheie publică,summarize public key,rezumă cheie publică / summarize public key,$M,3808,3808,2,template_4000_summarize,
d2000_3809,questions,cum folosesc cheie publică?,how do I use public key?,cum folosesc cheie publică? / how do I use public key?,$N,3809,3809,2,template_4000_use_question,
d2000_3810,requests,verifică cheie publică,check public key,verifică cheie publică / check public key,$P,3810,3810,2,template_4000_check,
d2000_3811,common_phrases,explică cheie privată,explain private key,explică cheie privată / explain private key,$Q,3811,3811,2,template_4000_explain,
d2000_3812,common_phrases,rezumă cheie privată,summarize private key,rezumă cheie privată / summarize private key,$R,3812,3812,2,template_4000_summarize,
d2000_3813,questions,cum folosesc cheie privată?,how do I use private key?,cum folosesc cheie privată? / how do I use private key?,$S,3813,3813,2,template_4000_use_question,
d2000_3814,requests,verifică cheie privată,check private key,verifică cheie privată / check private key,$T,3814,3814,2,template_4000_check,
d2000_3815,common_phrases,explică hash,explain hash,explică hash / explain hash,$V,3815,3815,2,template_4000_explain,
d2000_3816,common_phrases,rezumă hash,summarize hash,rezumă hash / summarize hash,$W,3816,3816,2,template_4000_summarize,
d2000_3817,questions,cum folosesc hash?,how do I use hash?,cum folosesc hash? / how do I use hash?,$X,3817,3817,2,template_4000_use_question,
d2000_3818,requests,verifică hash,check hash,verifică hash / check hash,$Y,3818,3818,2,template_4000_check,
d2000_3819,common_phrases,explică semnătură,explain signature,explică semnătură / explain signature,$Z,3819,3819,2,template_4000_explain,
d2000_3820,common_phrases,rezumă semnătură,summarize signature,rezumă semnătură / summarize signature,$b,3820,3820,2,template_4000_summarize,
d2000_3821,questions,cum folosesc semnătură?,how do I use signature?,cum folosesc semnătură? / how do I use signature?,$c,3821,3821,2,template_4000_use_question,
d2000_3822,requests,verifică semnătură,check signature,verifică semnătură / check signature,$d,3822,3822,2,template_4000_check,
d2000_3823,common_phrases,explică criptare,explain encryption,explică criptare / explain encryption,$f,3823,3823,2,template_4000_explain,
d2000_3824,common_phrases,rezumă criptare,summarize encryption,rezumă criptare / summarize encryption,$g,3824,3824,2,template_4000_summarize,
d2000_3825,questions,cum folosesc criptare?,how do I use encryption?,cum folosesc criptare? / how do I use encryption?,$h,3825,3825,2,template_4000_use_question,
d2000_3826,requests,verifică criptare,check encryption,verifică criptare / check encryption,$j,3826,3826,2,template_4000_check,
d2000_3827,common_phrases,explică decriptare,explain decryption,explică decriptare / explain decryption,$k,3827,3827,2,template_4000_explain,
d2000_3828,common_phrases,rezumă decriptare,summarize decryption,rezumă decriptare / summarize decryption,$l,3828,3828,2,template_4000_summarize,
d2000_3829,questions,cum folosesc decriptare?,how do I use decryption?,cum folosesc decriptare? / how do I use decryption?,$m,3829,3829,2,template_4000_use_question,
d2000_3830,requests,verifică decriptare,check decryption,verifică decriptare / check decryption,$n,3830,3830,2,template_4000_check,
d2000_3831,common_phrases,explică vulnerabilitate,explain vulnerability,explică vulnerabilitate / explain vulnerability,$p,3831,3831,2,template_4000_explain,
