id,category,ro,en,meaning,compact_token,frequency_rank,source_rank,token_length,source,notes
d2000_7640,project management,planifică ipoteză,plan assumption,planifică ipoteză / plan assumption,0m&,7640,7640,3,template_8000_project_plan,
d2000_7641,project management,urmărește ipoteză,track assumption,urmărește ipoteză / track assumption,0m*,7641,7641,3,template_8000_project_track,
d2000_7642,project management,raportează ipoteză,report assumption,raportează ipoteză / report assumption,0m+,7642,7642,3,template_8000_project_report,
d2000_7643,project management,escaladează ipoteză,escalate assumption,escaladează ipoteză / escalate assumption,0m.,7643,7643,3,template_8000_project_escalate,
d2000_7644,project management,mitighează ipoteză,mitigate assumption,mitighează ipoteză / mitigate assumption,0m/,7644,7644,3,template_8000_project_mitigate,
d2000_7645,project management,planifică constrângere,plan constraint,planifică constrângere / plan constraint,0m:,7645,7645,3,template_8000_project_plan,
d2000_7646,project management,urmărește constrângere,track constraint,urmărește constrângere / track constraint,0m;,7646,7646,3,template_8000_project_track,
d2000_7647,project management,raportează constrângere,report constraint,raportează constrângere / report constraint,0m=,7647,7647,3,template_8000_project_report,
d2000_7648,project management,escaladează constrângere,escalate constraint,escaladează constrângere / escalate constraint,0m?,7648,7648,3,template_8000_project_escalate,
d2000_7649,project management,mitighează constrângere,mitigate constraint,mitighează constrângere / mitigate constraint,0m@,7649,7649,3,template_8000_project_mitigate,
d2000_7650,project management,planifică dependență externă,plan external dependency,planifică dependență externă / plan external dependency,0m^,7650,7650,3,template_8000_project_plan,
d2000_7651,project management,urmărește dependență externă,track external dependency,urmărește dependență externă / track external dependency,0m_,7651,7651,3,template_8000_project_track,
d2000_7652,project management,raportează dependență externă,report external dependency,raportează dependență externă / report external dependency,0m~,7652,7652,3,template_8000_project_report,
d2000_7653,project management,escaladează dependență externă,escalate external dependency,escaladează dependență externă / escalate external dependency,0n0,7653,7653,3,template_8000_project_escalate,
d2000_7654,project management,mitighează dependență externă,mitigate external dependency,mitighează dependență externă / mitigate external dependency,0n1,7654,7654,3,template_8000_project_mitigate,
d2000_7655,project management,planifică blocaj critic,plan critical blocker,planifică blocaj critic / plan critical blocker,0n2,7655,7655,3,template_8000_project_plan,
d2000_7656,project management,urmărește blocaj critic,track critical blocker,urmărește blocaj critic / track critical blocker,0n3,7656,7656,3,template_8000_project_track,
d2000_7657,project management,raportează blocaj critic,report critical blocker,raportează blocaj critic / report critical blocker,0n4,7657,7657,3,template_8000_project_report,
d2000_7658,project management,escaladează blocaj critic,escalate critical blocker,escaladează blocaj critic / escalate critical blocker,0n5,7658,7658,3,template_8000_project_escalate,
d2000_7659,project management,mitighează blocaj critic,mitigate critical blocker,mitighează blocaj critic / mitigate critical blocker,0n6,7659,7659,3,template_8000_project_mitigate,
d2000_7660,project management,planifică cerință funcțională,plan functional requirement,planifică cerință funcțională / plan functional requirement,0n7,7660,7660,3,template_8000_project_plan,
d2000_7661,project management,urmărește cerință funcțională,track functional requirement,urmărește cerință funcțională / track functional requirement,0n8,7661,7661,3,template_8000_project_track,
d2000_7662,project management,raportează cerință funcțională,report functional requirement,raportează cerință funcțională / report functional requirement,0n9,7662,7662,3,template_8000_project_report,
d2000_7663,project management,escaladează cerință funcțională,escalate functional requirement,escaladează cerință funcțională / escalate functional requirement,0nB,7663,7663,3,template_8000_project_escalate,
d2000_7664,project management,mitighează cerință funcțională,mitigate functional requirement,mitighează cerință funcțională / mitigate functional requirement,0nC,7664,7664,3,template_8000_project_mitigate,
d2000_7665,project management,planifică cerință nefuncțională,plan nonfunctional requirement,planifică cerință nefuncțională / plan nonfunctional requirement,0nD,7665,7665,3,template_8000_project_plan,
d2000_7666,project management,urmărește cerință nefuncțională,track nonfunctional requirement,urmărește cerință nefuncțională / track nonfunctional requirement,0nF,7666,7666,3,template_8000_project_track,
d2000_7667,project management,raportează cerință nefuncțională,report nonfunctional requirement,raportează cerință nefuncțională / report nonfunctional requirement,0nG,7667,7667,3,template_8000_project_report,
d2000_7668,project management,escaladează cerință nefuncțională,escalate nonfunctional requirement,escaladează cerință nefuncțională / escalate nonfunctional requirement,0nH,7668,7668,3,template_8000_project_escalate,
d2000_7669,project management,mitighează cerință nefuncțională,mitigate nonfunctional requirement,mitighează cerință nefuncțională / mitigate nonfunctional requirement,0nJ,7669,7669,3,template_8000_project_mitigate,
d2000_7670,project management,planifică criteriu de succes,plan success criterion,planifică criteriu de succes / plan success criterion,0nK,7670,7670,3,template_8000_project_plan,
d2000_7671,project management,urmărește criteriu de succes,track success criterion,urmărește criteriu de succes / track success criterion,0nL,7671,7671,3,template_8000_project_track,
d2000_7672,project management,raportează criteriu de succes,report success criterion,raportează criteriu de succes / report success criterion,0nM,7672,7672,3,template_8000_project_report,
d2000_7673,project management,escaladează criteriu de succes,escalate success criterion,escaladează criteriu de succes / escalate success criterion,0nN,7673,7673,3,template_8000_project_escalate,
d2000_7674,project management,mitighează criteriu de succes,mitigate success criterion,mitighează criteriu de succes / mitigate success criterion,0nP,7674,7674,3,template_8000_project_mitigate,
d2000_7675,project management,planifică acceptare client,plan client acceptance,planifică acceptare client / plan client acceptance,0nQ,7675,7675,3,template_8000_project_plan,
d2000_7676,project management,urmărește acceptare client,track client acceptance,urmărește acceptare client / track client acceptance,0nR,7676,7676,3,template_8000_project_track,
d2000_7677,project management,raportează acceptare client,report client acceptance,raportează acceptare client / report client acceptance,0nS,7677,7677,3,template_8000_project_report,
d2000_7678,project management,escaladează acceptare client,escalate client acceptance,escaladează acceptare client / escalate client acceptance,0nT,7678,7678,3,template_8000_project_escalate,
d2000_7679,project management,mitighează acceptare client,mitigate client acceptance,mitighează acceptare client / mitigate client acceptance,0nV,7679,7679,3,template_8000_project_mitigate,
d2000_7680,project management,planifică ședință de planificare,plan planning meeting,planifică ședință de planificare / plan planning meeting,0nW,7680,7680,3,template_8000_project_plan,
d2000_7681,project management,urmărește ședință de planificare,track planning meeting,urmărește ședință de planificare / track planning meeting,0nX,7681,7681,3,template_8000_project_track,
d2000_7682,project management,raportează ședință de planificare,report planning meeting,raportează ședință de planificare / report planning meeting,0nY,7682,7682,3,template_8000_project_report,
d2000_7683,project management,escaladează ședință de planificare,escalate planning meeting,escaladează ședință de planificare / escalate planning meeting,0nZ,7683,7683,3,template_8000_project_escalate,
d2000_7684,project management,mitighează ședință de planificare,mitigate planning meeting,mitighează ședință de planificare / mitigate planning meeting,0nb,7684,7684,3,template_8000_project_mitigate,
d2000_7685,project management,planifică ședință retrospectivă,plan retrospective meeting,planifică ședință retrospectivă / plan retrospective meeting,0nc,7685,7685,3,template_8000_project_plan,
d2000_7686,project management,urmărește ședință retrospectivă,track retrospective meeting,urmărește ședință retrospectivă / track retrospective meeting,0nd,7686,7686,3,template_8000_project_track,
d2000_7687,project management,raportează ședință retrospectivă,report retrospective meeting,raportează ședință retrospectivă / report retrospective meeting,0nf,7687,7687,3,template_8000_project_report,
d2000_7688,project management,escaladează ședință retrospectivă,escalate retrospective meeting,escaladează ședință retrospectivă / escalate retrospective meeting,0ng,7688,7688,3,template_8000_project_escalate,
d2000_7689,project management,mitighează ședință retrospectivă,mitigate retrospective meeting,mitighează ședință retrospectivă / mitigate retrospective meeting,0nh,7689,7689,3,template_8000_project_mitigate,
d2000_7690,project management,planifică ședință zilnică,plan daily standup,planifică ședință zilnică / plan daily standup,0nj,7690,7690,3,template_8000_project_plan,
d2000_7691,project management,urmărește ședință zilnică,track daily standup,urmărește ședință zilnică / track daily standup,0nk,7691,7691,3,template_8000_project_track,
d2000_7692,project management,raportează ședință zilnică,report daily standup,raportează ședință zilnică / report daily standup,0nl,7692,7692,3,template_8000_project_report,
d2000_7693,project management,escaladează ședință zilnică,escalate daily standup,escaladează ședință zilnică / escalate daily standup,0nm,7693,7693,3,template_8000_project_escalate,
d2000_7694,project management,mitighează ședință zilnică,mitigate daily standup,mitighează ședință zilnică / mitigate daily standup,0nn,7694,7694,3,template_8000_project_mitigate,
d2000_7695,project management,planifică notițe de ședință,plan meeting notes,planifică notițe de ședință / plan meeting notes,0np,7695,7695,3,template_8000_project_plan,
d2000_7696,project management,urmărește notițe de ședință,track meeting notes,urmărește notițe de ședință / track meeting notes,0nq,7696,7696,3,template_8000_project_track,
d2000_7697,project management,raportează notițe de ședință,report meeting notes,raportează notițe de ședință / report meeting notes,0nr,7697,7697,3,template_8000_project_report,
d2000_7698,project management,escaladează notițe de ședință,escalate meeting notes,escaladează notițe de ședință / escalate meeting notes,0ns,7698,7698,3,template_8000_project_escalate,
d2000_7699,project management,mitighează notițe de ședință,mitigate meeting notes,mitighează notițe de ședință / mitigate meeting notes,0nt,7699,7699,3,template_8000_project_mitigate,
d2000_7700,project management,planifică acțiune de urmărit,plan action item,planifică acțiune de urmărit / plan action item,0nv,7700,7700,3,template_8000_project_plan,
d2000_7701,project management,urmărește acțiune de urmărit,track action item,urmărește acțiune de urmărit / track action item,0nw,7701,7701,3,template_8000_project_track,
d2000_7702,project management,raportează acțiune de urmărit,report action item,raportează acțiune de urmărit / report action item,0nx,7702,7702,3,template_8000_project_report,
d2000_7703,project management,escaladează acțiune de urmărit,escalate action item,escaladează acțiune de urmărit / escalate action item,0ny,7703,7703,3,template_8000_project_escalate,
d2000_7704,project management,mitighează acțiune de urmărit,mitigate action item,mitighează acțiune de urmărit / mitigate action item,0nz,7704,7704,3,template_8000_project_mitigate,
d2000_7705,project management,planifică proprietar de acțiune,plan action owner,planifică proprietar de acțiune / plan action owner,0n!,7705,7705,3,template_8000_project_plan,
d2000_7706,project management,urmărește proprietar de acțiune,track action owner,urmărește proprietar de acțiune / track action owner,0n#,7706,7706,3,template_8000_project_track,
d2000_7707,project management,raportează proprietar de acțiune,report action owner,raportează proprietar de acțiune / report action owner,0n$,7707,7707,3,template_8000_project_report,
d2000_7708,project management,escaladează proprietar de acțiune,escalate action owner,escaladează proprietar de acțiune / escalate action owner,0n%,7708,7708,3,template_8000_project_escalate,
d2000_7709,project management,mitighează proprietar de acțiune,mitigate action owner,mitighează proprietar de acțiune / mitigate action owner,0n&,7709,7709,3,template_8000_project_mitigate,
d2000_7710,project management,planifică dată țintă,plan target date,planifică dată țintă / plan target date,0n*,7710,7710,3,template_8000_project_plan,
d2000_7711,project management,urmărește dată țintă,track target date,urmărește dată țintă / track target date,0n+,7711,7711,3,template_8000_project_track,
d2000_7712,project management,raportează dată țintă,report target date,raportează dată țintă / report target date,0n.,7712,7712,3,template_8000_project_report,
d2000_7713,project management,escaladează dată țintă,escalate target date,escaladează dată țintă / escalate target date,0n/,7713,7713,3,template_8000_project_escalate,
d2000_7714,project management,mitighează dată țintă,mitigate target date,mitighează dată țintă / mitigate target date,0n:,7714,7714,3,template_8000_project_mitigate,
d2000_7715,project management,planifică prioritate ridicată,plan high priority,planifică prioritate ridicată / plan high priority,0n;,7715,7715,3,template_8000_project_plan,
d2000_7716,project management,urmărește prioritate ridicată,track high priority,urmărește prioritate ridicată / track high priority,0n=,7716,7716,3,template_8000_project_track,
d2000_7717,project management,raportează prioritate ridicată,report high priority,raportează prioritate ridicată / report high priority,0n?,7717,7717,3,template_8000_project_report,
d2000_7718,project management,escaladează prioritate ridicată,escalate high priority,escaladează prioritate ridicată / escalate high priority,0n@,7718,7718,3,template_8000_project_escalate,
d2000_7719,project management,mitighează prioritate ridicată,mitigate high priority,mitighează prioritate ridicată / mitigate high priority,0n^,7719,7719,3,template_8000_project_mitigate,
d2000_7720,project management,planifică prioritate scăzută,plan low priority,planifică prioritate scăzută / plan low priority,0n_,7720,7720,3,template_8000_project_plan,
d2000_7721,project management,urmărește prioritate scăzută,track low priority,urmărește prioritate scăzută / track low priority,0n~,7721,7721,3,template_8000_project_track,
d2000_7722,project management,raportează prioritate scăzută,report low priority,raportează prioritate scăzută / report low priority,0p0,7722,7722,3,template_8000_project_report,
d2000_7723,project management,escaladează prioritate scăzută,escalate low priority,escaladează prioritate scăzută / escalate low priority,0p1,7723,7723,3,template_8000_project_escalate,
d2000_7724,project management,mitighează prioritate scăzută,mitigate low priority,mitighează prioritate scăzută / mitigate low priority,0p2,7724,7724,3,template_8000_project_mitigate,
d2000_7725,project management,planifică estimare inițială,plan initial estimate,planifică estimare inițială / plan initial estimate,0p3,7725,7725,3,template_8000_project_plan,
d2000_7726,project management,urmărește estimare inițială,track initial estimate,urmărește estimare inițială / track initial estimate,0p4,7726,7726,3,template_8000_project_track,
d2000_7727,project management,raportează estimare inițială,report initial estimate,raportează estimare inițială / report initial estimate,0p5,7727,7727,3,template_8000_project_report,
d2000_7728,project management,escaladează estimare inițială,escalate initial estimate,escaladează estimare inițială / escalate initial estimate,0p6,7728,7728,3,template_8000_project_escalate,
d2000_7729,project management,mitighează estimare inițială,mitigate initial estimate,mitighează estimare inițială / mitigate initial estimate,0p7,7729,7729,3,template_8000_project_mitigate,
d2000_7730,project management,planifică estimare revizuită,plan revised estimate,planifică estimare revizuită / plan revised estimate,0p8,7730,7730,3,template_8000_project_plan,
d2000_7731,project management,urmărește estimare revizuită,track revised estimate,urmărește estimare revizuită / track revised estimate,0p9,7731,7731,3,template_8000_project_track,
d2000_7732,project management,raportează estimare revizuită,report revised estimate,raportează estimare revizuită / report revised estimate,0pB,7732,7732,3,template_8000_project_report,
d2000_7733,project management,escaladează estimare revizuită,escalate revised estimate,escaladează estimare revizuită / escalate revised estimate,0pC,7733,7733,3,template_8000_project_escalate,
d2000_7734,project management,mitighează estimare revizuită,mitigate revised estimate,mitighează estimare revizuită / mitigate revised estimate,0pD,7734,7734,3,template_8000_project_mitigate,
d2000_7735,project management,planifică efort rămas,plan remaining effort,planifică efort rămas / plan remaining effort,0pF,7735,7735,3,template_8000_project_plan,
d2000_7736,project management,urmărește efort rămas,track remaining effort,urmărește efort rămas / track remaining effort,0pG,7736,7736,3,template_8000_project_track,
d2000_7737,project management,raportează efort rămas,report remaining effort,raportează efort rămas / report remaining effort,0pH,7737,7737,3,template_8000_project_report,
d2000_7738,project management,escaladează efort rămas,escalate remaining effort,escaladează efort rămas / escalate remaining effort,0pJ,7738,7738,3,template_8000_project_escalate,
d2000_7739,project management,mitighează efort rămas,mitigate remaining effort,mitighează efort rămas / mitigate remaining effort,0pK,7739,7739,3,template_8000_project_mitigate,
d2000_7740,project management,planifică cost estimat,plan estimated cost,planifică cost estimat / plan estimated cost,0pL,7740,7740,3,template_8000_project_plan,
d2000_7741,project management,urmărește cost estimat,track estimated cost,urmărește cost estimat / track estimated cost,0pM,7741,7741,3,template_8000_project_track,
d2000_7742,project management,raportează cost estimat,report estimated cost,raportează cost estimat / report estimated cost,0pN,7742,7742,3,template_8000_project_report,
d2000_7743,project management,escaladează cost estimat,escalate estimated cost,escaladează cost estimat / escalate estimated cost,0pP,7743,7743,3,template_8000_project_escalate,
d2000_7744,project management,mitighează cost estimat,mitigate estimated cost,mitighează cost estimat / mitigate estimated cost,0pQ,7744,7744,3,template_8000_project_mitigate,
d2000_7745,project management,planifică beneficiu așteptat,plan expected benefit,planifică beneficiu așteptat / plan expected benefit,0pR,7745,7745,3,template_8000_project_plan,
d2000_7746,project management,urmărește beneficiu așteptat,track expected benefit,urmărește beneficiu așteptat / track expected benefit,0pS,7746,7746,3,template_8000_project_track,
d2000_7747,project management,raportează beneficiu așteptat,report expected benefit,raportează beneficiu așteptat / report expected benefit,0pT,7747,7747,3,template_8000_project_report,
d2000_7748,project management,escaladează beneficiu așteptat,escalate expected benefit,escaladează beneficiu așteptat / escalate expected benefit,0pV,7748,7748,3,template_8000_project_escalate,
d2000_7749,project management,mitighează beneficiu așteptat,mitigate expected benefit,mitighează beneficiu așteptat / mitigate expected benefit,0pW,7749,7749,3,template_8000_project_mitigate,
d2000_7750,project management,planifică impact utilizator,plan user impact,planifică impact utilizator / plan user impact,0pX,7750,7750,3,template_8000_project_plan,
d2000_7751,project management,urmărește impact utilizator,track user impact,urmărește impact utilizator / track user impact,0pY,7751,7751,3,template_8000_project_track,
d2000_7752,project management,raportează impact utilizator,report user impact,raportează impact utilizator / report user impact,0pZ,7752,7752,3,template_8000_project_report,
d2000_7753,project management,escaladează impact utilizator,escalate user impact,escaladează impact utilizator / escalate user impact,0pb,7753,7753,3,template_8000_project_escalate,
d2000_7754,project management,mitighează impact utilizator,mitigate user impact,mitighează impact utilizator / mitigate user impact,0pc,7754,7754,3,template_8000_project_mitigate,
d2000_7755,project management,planifică impact tehnic,plan technical impact,planifică impact tehnic / plan technical impact,0pd,7755,7755,3,template_8000_project_plan,
d2000_7756,project management,urmărește impact tehnic,track technical impact,urmărește impact tehnic / track technical impact,0pf,7756,7756,3,template_8000_project_track,
d2000_7757,project management,raportează impact tehnic,report technical impact,raportează impact tehnic / report technical impact,0pg,7757,7757,3,template_8000_project_report,
d2000_7758,project management,escaladează impact tehnic,escalate technical impact,escaladează impact tehnic / escalate technical impact,0ph,7758,7758,3,template_8000_project_escalate,
d2000_7759,project management,mitighează impact tehnic,mitigate technical impact,mitighează impact tehnic / mitigate technical impact,0pj,7759,7759,3,template_8000_project_mitigate,
d2000_7760,project management,planifică datorie tehnică,plan technical debt,planifică datorie tehnică / plan technical debt,0pk,7760,7760,3,template_8000_project_plan,
d2000_7761,project management,urmărește datorie tehnică,track technical debt,urmărește datorie tehnică / track technical debt,0pl,7761,7761,3,template_8000_project_track,
d2000_7762,project management,raportează datorie tehnică,report technical debt,raportează datorie tehnică / report technical debt,0pm,7762,7762,3,template_8000_project_report,
d2000_7763,project management,escaladează datorie tehnică,escalate technical debt,escaladează datorie tehnică / escalate technical debt,0pn,7763,7763,3,template_8000_project_escalate,
d2000_7764,project management,mitighează datorie tehnică,mitigate technical debt,mitighează datorie tehnică / mitigate technical debt,0pp,7764,7764,3,template_8000_project_mitigate,
d2000_7765,project management,planifică decizie arhitecturală,plan architectural decision,planifică decizie arhitecturală / plan architectural decision,0pq,7765,7765,3,template_8000_project_plan,
d2000_7766,project management,urmărește decizie arhitecturală,track architectural decision,urmărește decizie arhitecturală / track architectural decision,0pr,7766,7766,3,template_8000_project_track,
d2000_7767,project management,raportează decizie arhitecturală,report architectural decision,raportează decizie arhitecturală / report architectural decision,0ps,7767,7767,3,template_8000_project_report,
d2000_7768,project management,escaladează decizie arhitecturală,escalate architectural decision,escaladează decizie arhitecturală / escalate architectural decision,0pt,7768,7768,3,template_8000_project_escalate,
d2000_7769,project management,mitighează decizie arhitecturală,mitigate architectural decision,mitighează decizie arhitecturală / mitigate architectural decision,0pv,7769,7769,3,template_8000_project_mitigate,
d2000_7770,project management,planifică document ADR,plan ADR document,planifică document ADR / plan ADR document,0pw,7770,7770,3,template_8000_project_plan,
d2000_7771,project management,urmărește document ADR,track ADR document,urmărește document ADR / track ADR document,0px,7771,7771,3,template_8000_project_track,
d2000_7772,project management,raportează document ADR,report ADR document,raportează document ADR / report ADR document,0py,7772,7772,3,template_8000_project_report,
d2000_7773,project management,escaladează document ADR,escalate ADR document,escaladează document ADR / escalate ADR document,0pz,7773,7773,3,template_8000_project_escalate,
d2000_7774,project management,mitighează document ADR,mitigate ADR document,mitighează document ADR / mitigate ADR document,0p!,7774,7774,3,template_8000_project_mitigate,
d2000_7775,project management,planifică stare verde,plan green status,planifică stare verde / plan green status,0p#,7775,7775,3,template_8000_project_plan,
d2000_7776,project management,urmărește stare verde,track green status,urmărește stare verde / track green status,0p$,7776,7776,3,template_8000_project_track,
d2000_7777,project management,raportează stare verde,report green status,raportează stare verde / report green status,0p%,7777,7777,3,template_8000_project_report,
d2000_7778,project management,escaladează stare verde,escalate green status,escaladează stare verde / escalate green status,0p&,7778,7778,3,template_8000_project_escalate,
d2000_7779,project management,mitighează stare verde,mitigate green status,mitighează stare verde / mitigate green status,0p*,7779,7779,3,template_8000_project_mitigate,
d2000_7780,project management,planifică stare galbenă,plan yellow status,planifică stare galbenă / plan yellow status,0p+,7780,7780,3,template_8000_project_plan,
d2000_7781,project management,urmărește stare galbenă,track yellow status,urmărește stare galbenă / track yellow status,0p.,7781,7781,3,template_8000_project_track,
d2000_7782,project management,raportează stare galbenă,report yellow status,raportează stare galbenă / report yellow status,0p/,7782,7782,3,template_8000_project_report,
d2000_7783,project management,escaladează stare galbenă,escalate yellow status,escaladează stare galbenă / escalate yellow status,0p:,7783,7783,3,template_8000_project_escalate,
d2000_7784,project management,mitighează stare galbenă,mitigate yellow status,mitighează stare galbenă / mitigate yellow status,0p;,7784,7784,3,template_8000_project_mitigate,
d2000_7785,project management,planifică stare roșie,plan red status,planifică stare roșie / plan red status,0p=,7785,7785,3,template_8000_project_plan,
d2000_7786,project management,urmărește stare roșie,track red status,urmărește stare roșie / track red status,0p?,7786,7786,3,template_8000_project_track,
d2000_7787,project management,raportează stare roșie,report red status,raportează stare roșie / report red status,0p@,7787,7787,3,template_8000_project_report,
d2000_7788,project management,escaladează stare roșie,escalate red status,escaladează stare roșie / escalate red status,0p^,7788,7788,3,template_8000_project_escalate,
d2000_7789,project management,mitighează stare roșie,mitigate red status,mitighează stare roșie / mitigate red status,0p_,7789,7789,3,template_8000_project_mitigate,
d2000_7790,project management,planifică plan de mitigare,plan mitigation plan,planifică plan de mitigare / plan mitigation plan,0p~,7790,7790,3,template_8000_project_plan,
d2000_7791,project management,urmărește plan de mitigare,track mitigation plan,urmărește plan de mitigare / track mitigation plan,0q0,7791,7791,3,template_8000_project_track,
d2000_7792,project management,raportează plan de mitigare,report mitigation plan,raportează plan de mitigare / report mitigation plan,0q1,7792,7792,3,template_8000_project_report,
d2000_7793,project management,escaladează plan de mitigare,escalate mitigation plan,escaladează plan de mitigare / escalate mitigation plan,0q2,7793,7793,3,template_8000_project_escalate,
d2000_7794,project management,mitighează plan de mitigare,mitigate mitigation plan,mitighează plan de mitigare / mitigate mitigation plan,0q3,7794,7794,3,template_8000_project_mitigate,
d2000_7795,project management,planifică plan de escaladare,plan escalation plan,planifică plan de escaladare / plan escalation plan,0q4,7795,7795,3,template_8000_project_plan,
d2000_7796,project management,urmărește plan de escaladare,track escalation plan,urmărește plan de escaladare / track escalation plan,0q5,7796,7796,3,template_8000_project_track,
d2000_7797,project management,raportează plan de escaladare,report escalation plan,raportează plan de escaladare / report escalation plan,0q6,7797,7797,3,template_8000_project_report,
d2000_7798,project management,escaladează plan de escaladare,escalate escalation plan,escaladează plan de escaladare / escalate escalation plan,0q7,7798,7798,3,template_8000_project_escalate,
d2000_7799,project management,mitighează plan de escaladare,mitigate escalation plan,mitighează plan de escaladare / mitigate escalation plan,0q8,7799,7799,3,template_8000_project_mitigate,
d2000_7800,project management,planifică obiectiv,plan objective,planifică obiectiv / plan objective,0q9,7800,7800,3,template_8000_project_plan,
d2000_7801,project management,urmărește obiectiv,track objective,urmărește obiectiv / track objective,0qB,7801,7801,3,template_8000_project_track,
d2000_7802,project management,raportează obiectiv,report objective,raportează obiectiv / report objective,0qC,7802,7802,3,template_8000_project_report,
d2000_7803,project management,escaladează obiectiv,escalate objective,escaladează obiectiv / escalate objective,0qD,7803,7803,3,template_8000_project_escalate,
d2000_7804,project management,mitighează obiectiv,mitigate objective,mitighează obiectiv / mitigate objective,0qF,7804,7804,3,template_8000_project_mitigate,
d2000_7805,project management,planifică jalon,plan milestone,planifică jalon / plan milestone,0qG,7805,7805,3,template_8000_project_plan,
d2000_7806,project management,urmărește jalon,track milestone,urmărește jalon / track milestone,0qH,7806,7806,3,template_8000_project_track,
d2000_7807,project management,raportează jalon,report milestone,raportează jalon / report milestone,0qJ,7807,7807,3,template_8000_project_report,
d2000_7808,project management,escaladează jalon,escalate milestone,escaladează jalon / escalate milestone,0qK,7808,7808,3,template_8000_project_escalate,
d2000_7809,project management,mitighează jalon,mitigate milestone,mitighează jalon / mitigate milestone,0qL,7809,7809,3,template_8000_project_mitigate,
d2000_7810,project management,planifică livrabil,plan deliverable,planifică livrabil / plan deliverable,0qM,7810,7810,3,template_8000_project_plan,
d2000_7811,project management,urmărește livrabil,track deliverable,urmărește livrabil / track deliverable,0qN,7811,7811,3,template_8000_project_track,
d2000_7812,project management,raportează livrabil,report deliverable,raportează livrabil / report deliverable,0qP,7812,7812,3,template_8000_project_report,
d2000_7813,project management,escaladează livrabil,escalate deliverable,escaladează livrabil / escalate deliverable,0qQ,7813,7813,3,template_8000_project_escalate,
d2000_7814,project management,mitighează livrabil,mitigate deliverable,mitighează livrabil / mitigate deliverable,0qR,7814,7814,3,template_8000_project_mitigate,
d2000_7815,project management,planifică sarcină blocată,plan blocked task,planifică sarcină blocată / plan blocked task,0qS,7815,7815,3,template_8000_project_plan,
d2000_7816,project management,urmărește sarcină blocată,track blocked task,urmărește sarcină blocată / track blocked task,0qT,7816,7816,3,template_8000_project_track,
d2000_7817,project management,raportează sarcină blocată,report blocked task,raportează sarcină blocată / report blocked task,0qV,7817,7817,3,template_8000_project_report,
d2000_7818,project management,escaladează sarcină blocată,escalate blocked task,escaladează sarcină blocată / escalate blocked task,0qW,7818,7818,3,template_8000_project_escalate,
d2000_7819,project management,mitighează sarcină blocată,mitigate blocked task,mitighează sarcină blocată / mitigate blocked task,0qX,7819,7819,3,template_8000_project_mitigate,
d2000_7820,project management,planifică dependință de proiect,plan project dependency,planifică dependință de proiect / plan project dependency,0qY,7820,7820,3,template_8000_project_plan,
d2000_7821,project management,urmărește dependință de proiect,track project dependency,urmărește dependință de proiect / track project dependency,0qZ,7821,7821,3,template_8000_project_track,
d2000_7822,project management,raportează dependință de proiect,report project dependency,raportează dependință de proiect / report project dependency,0qb,7822,7822,3,template_8000_project_report,
d2000_7823,project management,escaladează dependință de proiect,escalate project dependency,escaladează dependință de proiect / escalate project dependency,0qc,7823,7823,3,template_8000_project_escalate,
d2000_7824,project management,mitighează dependință de proiect,mitigate project dependency,mitighează dependință de proiect / mitigate project dependency,0qd,7824,7824,3,template_8000_project_mitigate,
d2000_7825,project management,planifică risc,plan risk,planifică risc / plan risk,0qf,7825,7825,3,template_8000_project_plan,
d2000_7826,project management,urmărește risc,track risk,urmărește risc / track risk,0qg,7826,7826,3,template_8000_project_track,
d2000_7827,project management,raportează risc,report risk,raportează risc / report risk,0qh,7827,7827,3,template_8000_project_report,
d2000_7828,project management,escaladează risc,escalate risk,escaladează risc / escalate risk,0qj,7828,7828,3,template_8000_project_escalate,
d2000_7829,project management,mitighează risc,mitigate risk,mitighează risc / mitigate risk,0qk,7829,7829,3,template_8000_project_mitigate,
d2000_7830,project management,planifică mitigare,plan mitigation,planifică mitigare / plan mitigation,0ql,7830,7830,3,template_8000_project_plan,
d2000_7831,project management,urmărește mitigare,track mitigation,urmărește mitigare / track mitigation,0qm,7831,7831,3,template_8000_project_track,
d2000_7832,project management,raportează mitigare,report mitigation,raportează mitigare / report mitigation,0qn,7832,7832,3,template_8000_project_report,
d2000_7833,project management,escaladează mitigare,escalate mitigation,escaladează mitigare / escalate mitigation,0qp,7833,7833,3,template_8000_project_escalate,
d2000_7834,project management,mitighează mitigare,mitigate mitigation,mitighează mitigare / mitigate mitigation,0qq,7834,7834,3,template_8000_project_mitigate,
d2000_7835,project management,planifică prioritate,plan priority,planifică prioritate / plan priority,0qr,7835,7835,3,template_8000_project_plan,
d2000_7836,project management,urmărește prioritate,track priority,urmărește prioritate / track priority,0qs,7836,7836,3,template_8000_project_track,
d2000_7837,project management,raportează prioritate,report priority,raportează prioritate / report priority,0qt,7837,7837,3,template_8000_project_report,
d2000_7838,project management,escaladează prioritate,escalate priority,escaladează prioritate / escalate priority,0qv,7838,7838,3,template_8000_project_escalate,
d2000_7839,project management,mitighează prioritate,mitigate priority,mitighează prioritate / mitigate priority,0qw,7839,7839,3,template_8000_project_mitigate,
d2000_7840,project management,planifică estimare,plan estimate,planifică estimare / plan estimate,0qx,7840,7840,3,template_8000_project_plan,
d2000_7841,project management,urmărește estimare,track estimate,urmărește estimare / track estimate,0qy,7841,7841,3,template_8000_project_track,
